"MEMBER_NAME","MEMBER_ID","BILL_NUMBER","PATRON_TYPE"
"Timmy F. French               ","S0121","HB2020","2" - Co-Patron
"Holly M. Seibold              ","H0351","HB2021","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2021","2" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2021","3" - Co-Patron
"Michael B. Feggans            ","H0360","HB2021","4" - Co-Patron
"Marty Martinez                ","H0374","HB2021","5" - Co-Patron
"Irene Shin                    ","H0344","HB2021","7" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2022","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2022","2" - Co-Patron
"Joshua G. Cole                ","H0314","HB2022","3" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2022","4" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2022","5" - Co-Patron
"Marty Martinez                ","H0374","HB2022","6" - Co-Patron
"Adele Y. McClure              ","H0375","HB2022","7" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2023","1" - Chief Patron
"Aaron R. Rouse                ","S0113","HB2023","2" - Chief Co-Patron
"Holly M. Seibold              ","H0351","HB2024","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2024","2" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2024","3" - Co-Patron
"Michael B. Feggans            ","H0360","HB2024","4" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2024","5" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2024","6" - Co-Patron
"Paul E. Krizek                ","H0281","HB2024","7" - Co-Patron
"Marty Martinez                ","H0374","HB2024","8" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB2024","10" - Co-Patron
"Debra D. Gardner              ","H0361","HB2025","1" - Chief Patron
"Shelly A. Simonds             ","H0323","HB2025","2" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB2025","3" - Co-Patron
"Rae Cousins                   ","H0356","HB2025","4" - Co-Patron
"Michael B. Feggans            ","H0360","HB2025","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2025","6" - Co-Patron
"Charniele L. Herring          ","H0208","HB2025","7" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2025","8" - Co-Patron
"Paul E. Krizek                ","H0281","HB2025","9" - Co-Patron
"Marty Martinez                ","H0374","HB2025","10" - Co-Patron
"Vivian E. Watts               ","H0108","HB2025","11" - Co-Patron
"Joshua E. Thomas              ","H0382","HB2026","1" - Chief Patron
"Joshua E. Thomas              ","H0382","HB2027","1" - Chief Patron
"Joshua E. Thomas              ","H0382","HB2028","1" - Chief Patron
"Phil M. Hernandez             ","H0366","HB2029","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB2029","2" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2029","3" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2029","4" - Co-Patron
"Laura Jane Cohen              ","H0355","HB2029","5" - Co-Patron
"Joshua G. Cole                ","H0314","HB2029","6" - Co-Patron
"Rae Cousins                   ","H0356","HB2029","7" - Co-Patron
"Michael B. Feggans            ","H0360","HB2029","8" - Co-Patron
"Jackie H. Glass               ","H0349","HB2029","9" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2029","10" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2029","11" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2029","12" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2029","13" - Co-Patron
"Adele Y. McClure              ","H0375","HB2029","14" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2029","15" - Co-Patron
"Irene Shin                    ","H0344","HB2029","16" - Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB2029","17" - Co-Patron
"Joshua E. Thomas              ","H0382","HB2029","18" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2029","19" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2030","1" - Chief Patron
"Robert D. Orrock, Sr.         ","H0073","HB2031","1" - Chief Patron
"Atoosa R. Reaser              ","H0380","HB2032","1" - Chief Patron
"Joshua G. Cole                ","H0314","HB2032","2" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2032","3" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2032","4" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2032","5" - Co-Patron
"Marty Martinez                ","H0374","HB2032","6" - Co-Patron
"Shelly A. Simonds             ","H0323","HB2033","1" - Chief Patron
"Mike A. Cherry                ","H0335","HB2033","2" - Chief Co-Patron
"Karrie K. Delaney             ","H0294","HB2033","3" - Chief Co-Patron
"Dan I. Helmer                 ","H0317","HB2033","4" - Chief Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2033","5" - Chief Co-Patron
"Shelly A. Simonds             ","H0323","HB2034","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2034","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2034","3" - Co-Patron
"Irene Shin                    ","H0344","HB2034","4" - Co-Patron
"Shelly A. Simonds             ","H0323","HB2035","1" - Chief Patron
"Amy J. Laufer                 ","H0371","HB2035","2" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2035","3" - Chief Co-Patron
"Kannan Srinivasan             ","S0133","HB2035","4" - Chief Co-Patron
"David L. Bulova               ","H0177","HB2036","1" - Chief Patron
"Dan I. Helmer                 ","H0317","HB2036","2" - Chief Co-Patron
"Vivian E. Watts               ","H0108","HB2036","3" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2036","4" - Co-Patron
"Mark D. Sickles               ","H0172","HB2036","5" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2036","6" - Co-Patron
"Patrick A. Hope               ","H0219","HB2036","7" - Sponsor
"David L. Bulova               ","H0177","HB2037","1" - Chief Patron
"David A. Reid                 ","H0301","HB2037","2" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2037","3" - Co-Patron
"Paul E. Krizek                ","H0281","HB2037","4" - Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB2037","5" - Co-Patron
"Rodney T. Willett             ","H0327","HB2037","6" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2038","1" - Chief Patron
"Marcus B. Simon               ","H0264","HB2039","1" - Chief Patron
"Holly M. Seibold              ","H0351","HB2040","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB2040","2" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2040","3" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2040","5" - Co-Patron
"Marty Martinez                ","H0374","HB2040","6" - Co-Patron
"Barbara A. Favola             ","S0086","HB2040","9" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB2040","10" - Co-Patron
"Holly M. Seibold              ","H0351","HB2041","1" - Chief Patron
"Michael J. Jones              ","H0368","HB2041","2" - Chief Co-Patron
"David A. Reid                 ","H0301","HB2041","3" - Chief Co-Patron
"Nadarius E. Clark             ","H0336","HB2041","4" - Co-Patron
"Karrie K. Delaney             ","H0294","HB2041","6" - Co-Patron
"Michael B. Feggans            ","H0360","HB2041","7" - Co-Patron
"Jackie H. Glass               ","H0349","HB2041","8" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2041","9" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2041","10" - Co-Patron
"Amy J. Laufer                 ","H0371","HB2041","11" - Co-Patron
"Candi Mundon King             ","H0330","HB2041","14" - Co-Patron
"Irene Shin                    ","H0344","HB2041","15" - Co-Patron
"Stella G. Pekarsky            ","S0124","HB2041","16" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB2041","17" - Co-Patron
"Holly M. Seibold              ","H0351","HB2041","18" - Sponsor
"Holly M. Seibold              ","H0351","HB2041","19" - Sponsor
"Holly M. Seibold              ","H0351","HB2042","1" - Chief Patron
"Joseph P. McNamara            ","H0308","HB2042","2" - Chief Co-Patron
"Nadarius E. Clark             ","H0336","HB2042","3" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2042","4" - Co-Patron
"Michael B. Feggans            ","H0360","HB2042","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2042","6" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2042","7" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2042","8" - Co-Patron
"Marty Martinez                ","H0374","HB2042","9" - Co-Patron
"Candi Mundon King             ","H0330","HB2042","11" - Co-Patron
"Sam Rasoul                    ","H0266","HB2042","13" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB2042","14" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2043","1" - Chief Patron
"Wendell S. Walker             ","H0325","HB2044","1" - Chief Patron
"Michael J. Jones              ","H0368","HB2044","2" - Chief Co-Patron
"Wendell S. Walker             ","H0325","HB2045","1" - Chief Patron
"Eric Phillips                 ","H0384","HB2045","2" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2046","1" - Chief Patron
"Debra D. Gardner              ","H0361","HB2046","2" - Co-Patron
"Dan I. Helmer                 ","H0317","HB2046","3" - Co-Patron
"Michael J. Jones              ","H0368","HB2046","4" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2046","5" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2046","6" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2046","7" - Co-Patron
"Joshua E. Thomas              ","H0382","HB2046","8" - Co-Patron
"Bonita G. Anthony             ","H0353","HB2047","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB2048","1" - Chief Patron
"Debra D. Gardner              ","H0361","HB2048","2" - Co-Patron
"Michael J. Jones              ","H0368","HB2048","3" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2048","4" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2048","5" - Co-Patron
"Holly M. Seibold              ","H0351","HB2049","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2049","2" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2049","3" - Co-Patron
"Rae Cousins                   ","H0356","HB2049","4" - Co-Patron
"Michael B. Feggans            ","H0360","HB2049","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2049","6" - Co-Patron
"Patrick A. Hope               ","H0219","HB2049","7" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2049","8" - Co-Patron
"Marty Martinez                ","H0374","HB2049","9" - Co-Patron
"David L. Bulova               ","H0177","HB2050","1" - Chief Patron
"Rozia A. Henson, Jr.          ","H0365","HB2050","2" - Chief Co-Patron
"Candi Mundon King             ","H0330","HB2050","3" - Chief Co-Patron
"Joshua E. Thomas              ","H0382","HB2050","4" - Chief Co-Patron
"Dan I. Helmer                 ","H0317","HB2050","5" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2050","6" - Co-Patron
"Sam Rasoul                    ","H0266","HB2050","7" - Co-Patron
"Briana D. Sewell              ","H0343","HB2050","8" - Co-Patron
"Mark D. Sickles               ","H0172","HB2050","9" - Co-Patron
"W. Chad Green                 ","H0363","HB2051","1" - Chief Patron
"Mark L. Earley, Jr.           ","H0358","HB2051","2" - Co-Patron
"N. Baxter Ennis               ","H0359","HB2051","3" - Co-Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","HB2051","4" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2051","5" - Co-Patron
"Ian T. Lovejoy                ","H0373","HB2051","6" - Co-Patron
"Chris Obenshain               ","H0378","HB2051","7" - Co-Patron
"David Owen                    ","H0379","HB2051","8" - Co-Patron
"Wendell S. Walker             ","H0325","HB2051","9" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","HB2051","10" - Co-Patron
"W. Chad Green                 ","H0363","HB2052","1" - Chief Patron
"Jonathan ""Jed"" Arnold         ","H0352","HB2052","2" - Co-Patron
"N. Baxter Ennis               ","H0359","HB2052","3" - Co-Patron
"Ian T. Lovejoy                ","H0373","HB2052","4" - Co-Patron
"Wendell S. Walker             ","H0325","HB2052","5" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","HB2052","6" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB2053","1" - Chief Patron
"Ghazala F. Hashmi             ","S0108","HB2053","2" - Sponsor
"Ghazala F. Hashmi             ","S0108","HB2053","3" - Sponsor
"Ghazala F. Hashmi             ","S0108","HB2053","4" - Sponsor
"Atoosa R. Reaser              ","H0380","HB2054","1" - Chief Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2054","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2054","3" - Co-Patron
"Dan I. Helmer                 ","H0317","HB2054","4" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2054","5" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2054","6" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2054","7" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2054","8" - Co-Patron
"Marty Martinez                ","H0374","HB2054","9" - Co-Patron
"Adele Y. McClure              ","H0375","HB2054","10" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB2055","1" - Chief Patron
"Laura Jane Cohen              ","H0355","HB2055","2" - Chief Co-Patron
"Michael B. Feggans            ","H0360","HB2055","3" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2055","4" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2055","5" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2055","6" - Co-Patron
"Rae Cousins                   ","H0356","HB2055","7" - Co-Patron
"Dan I. Helmer                 ","H0317","HB2055","8" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2055","9" - Co-Patron
"Patrick A. Hope               ","H0219","HB2055","10" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2055","11" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2055","12" - Co-Patron
"Marty Martinez                ","H0374","HB2055","13" - Co-Patron
"Sam Rasoul                    ","H0266","HB2055","14" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB2056","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2056","2" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2056","3" - Co-Patron
"Dan I. Helmer                 ","H0317","HB2056","4" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2056","5" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2056","6" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2056","7" - Co-Patron
"Marty Martinez                ","H0374","HB2056","8" - Co-Patron
"W. Chad Green                 ","H0363","HB2057","1" - Chief Patron
"Jonathan ""Jed"" Arnold         ","H0352","HB2057","2" - Co-Patron
"Mark L. Earley, Jr.           ","H0358","HB2057","3" - Co-Patron
"Wendell S. Walker             ","H0325","HB2057","4" - Co-Patron
"J.D. ""Danny"" Diggs            ","S0119","HB2057","5" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","HB2057","6" - Co-Patron
"Paul E. Krizek                ","H0281","HB2058","1" - Chief Patron
"Paul E. Krizek                ","H0281","HB2059","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2059","2" - Chief Co-Patron
"Robert D. Orrock, Sr.         ","H0073","HB2059","3" - Co-Patron
"Shelly A. Simonds             ","H0323","HB206","1" - Chief Patron
"Paul E. Krizek                ","H0281","HB2060","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2060","2" - Chief Co-Patron
"Shelly A. Simonds             ","H0323","HB2060","3" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2060","4" - Co-Patron
"Laura Jane Cohen              ","H0355","HB2060","6" - Co-Patron
"Dan I. Helmer                 ","H0317","HB2060","7" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2060","8" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2060","9" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2060","10" - Co-Patron
"Alfonso H. Lopez              ","H0239","HB2060","11" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2060","12" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2060","13" - Co-Patron
"Irene Shin                    ","H0344","HB2060","14" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2061","1" - Chief Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2062","1" - Chief Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2063","1" - Chief Patron
"Ian T. Lovejoy                ","H0373","HB2063","2" - Co-Patron
"Adele Y. McClure              ","H0375","HB2064","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB2064","2" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2064","3" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2064","4" - Co-Patron
"Rae Cousins                   ","H0356","HB2064","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2064","6" - Co-Patron
"Patrick A. Hope               ","H0219","HB2064","7" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2064","8" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2064","9" - Co-Patron
"Marty Martinez                ","H0374","HB2064","10" - Co-Patron
"Candi Mundon King             ","H0330","HB2064","11" - Co-Patron
"Sam Rasoul                    ","H0266","HB2064","12" - Co-Patron
"Irene Shin                    ","H0344","HB2064","13" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2064","14" - Co-Patron
"Joshua E. Thomas              ","H0382","HB2065","1" - Chief Patron
"Atoosa R. Reaser              ","H0380","HB2065","2" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2066","1" - Chief Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2067","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2067","2" - Chief Co-Patron
"Michael J. Jones              ","H0368","HB2067","3" - Chief Co-Patron
"Will Davis                    ","H0357","HB2067","4" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2068","1" - Chief Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2069","1" - Chief Patron
"Eric Phillips                 ","H0384","HB2069","2" - Chief Co-Patron
"Thomas C. Wright, Jr.         ","H0136","HB2069","3" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2070","1" - Chief Patron
"Joshua E. Thomas              ","H0382","HB2071","1" - Chief Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","HB2071","2" - Chief Co-Patron
"David A. Reid                 ","H0301","HB2071","3" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2072","1" - Chief Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2073","1" - Chief Patron
"Adele Y. McClure              ","H0375","HB2074","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB2074","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2074","3" - Co-Patron
"Joshua G. Cole                ","H0314","HB2074","4" - Co-Patron
"Timothy P. Griffin            ","H0364","HB2074","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2074","6" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2074","7" - Co-Patron
"Amy J. Laufer                 ","H0371","HB2074","8" - Co-Patron
"Marty Martinez                ","H0374","HB2074","9" - Co-Patron
"Sam Rasoul                    ","H0266","HB2074","10" - Co-Patron
"Holly M. Seibold              ","H0351","HB2074","11" - Co-Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2075","1" - Chief Patron
"Thomas A. Garrett, Jr.        ","H0362","HB2076","1" - Chief Patron
"Paul E. Krizek                ","H0281","HB2077","1" - Chief Patron
"Shelly A. Simonds             ","H0323","HB2077","2" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2077","3" - Co-Patron
"Timothy P. Griffin            ","H0364","HB2077","4" - Co-Patron
"Joshua E. Thomas              ","H0382","HB2078","1" - Chief Patron
"Joshua E. Thomas              ","H0382","HB2079","1" - Chief Patron
"Terry L. Austin               ","H0253","HB2080","1" - Chief Patron
"Ian T. Lovejoy                ","H0373","HB2080","2" - Co-Patron
"Terry L. Austin               ","H0253","HB2080","3" - Sponsor
"Thomas A. Garrett, Jr.        ","H0362","HB2081","1" - Chief Patron
"Patrick A. Hope               ","H0219","HB2082","1" - Chief Patron
"Irene Shin                    ","H0344","HB2083","1" - Chief Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2083","2" - Chief Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2083","3" - Chief Co-Patron
"Candi Mundon King             ","H0330","HB2083","4" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2083","5" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2083","6" - Co-Patron
"Rae Cousins                   ","H0356","HB2083","7" - Co-Patron
"Jackie H. Glass               ","H0349","HB2083","8" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2083","9" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2083","10" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2083","12" - Co-Patron
"Briana D. Sewell              ","H0343","HB2083","13" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2083","14" - Co-Patron
"Irene Shin                    ","H0344","HB2084","1" - Chief Patron
"Michelle Lopes Maldonado      ","H0340","HB2084","2" - Chief Co-Patron
"Michael J. Webert             ","H0247","HB2084","3" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2084","4" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2084","5" - Co-Patron
"Irene Shin                    ","H0344","HB2085","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2085","2" - Chief Co-Patron
"Amy J. Laufer                 ","H0371","HB2085","3" - Co-Patron
"Alfonso H. Lopez              ","H0239","HB2085","4" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2085","5" - Co-Patron
"Irene Shin                    ","H0344","HB2086","1" - Chief Patron
"Michelle Lopes Maldonado      ","H0340","HB2086","2" - Chief Co-Patron
"Chris S. Runion               ","H0321","HB2086","3" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2087","1" - Chief Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2087","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2087","3" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2087","4" - Co-Patron
"Rae Cousins                   ","H0356","HB2087","5" - Co-Patron
"Jackie H. Glass               ","H0349","HB2087","6" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2087","7" - Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB2087","8" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2087","9" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB2087","10" - Co-Patron
"Irene Shin                    ","H0344","HB2088","1" - Chief Patron
"Karrie K. Delaney             ","H0294","HB2088","2" - Chief Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2088","3" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2089","1" - Chief Patron
"Kathy K.L. Tran               ","H0305","HB2089","2" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2089","3" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2089","4" - Co-Patron
"Rae Cousins                   ","H0356","HB2089","5" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2089","6" - Co-Patron
"Saddam Azlan Salim            ","S0127","HB2089","7" - Co-Patron
"Kannan Srinivasan             ","S0133","HB2089","8" - Co-Patron
"Irene Shin                    ","H0344","HB2090","1" - Chief Patron
"Irene Shin                    ","H0344","HB2091","1" - Chief Patron
"Terry L. Austin               ","H0253","HB2092","1" - Chief Patron
"Wendell S. Walker             ","H0325","HB2093","1" - Chief Patron
"Katrina Callsen               ","H0354","HB2093","2" - Chief Co-Patron
"Debra D. Gardner              ","H0361","HB2093","3" - Chief Co-Patron
"Ian T. Lovejoy                ","H0373","HB2093","4" - Co-Patron
"Jennifer D. Carroll Foy       ","S0117","HB2093","6" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2094","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2094","2" - Chief Co-Patron
"C.E. Cliff Hayes, Jr.         ","H0285","HB2094","3" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2094","4" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB2094","5" - Co-Patron
"Alex Q. Askew                 ","H0311","HB2094","6" - Co-Patron
"Katrina Callsen               ","H0354","HB2094","7" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2094","8" - Co-Patron
"Laura Jane Cohen              ","H0355","HB2094","9" - Co-Patron
"Joshua G. Cole                ","H0314","HB2094","10" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2094","11" - Co-Patron
"Michael B. Feggans            ","H0360","HB2094","12" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2094","13" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2094","14" - Co-Patron
"Charniele L. Herring          ","H0208","HB2094","15" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2094","16" - Co-Patron
"Amy J. Laufer                 ","H0371","HB2094","17" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2094","18" - Co-Patron
"Adele Y. McClure              ","H0375","HB2094","19" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2094","20" - Co-Patron
"Holly M. Seibold              ","H0351","HB2094","21" - Co-Patron
"Shelly A. Simonds             ","H0323","HB2094","22" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2094","23" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2094","25" - Sponsor
"Michelle Lopes Maldonado      ","H0340","HB2094","26" - Sponsor
"Scott A. Wyatt                ","H0328","HB2095","1" - Chief Patron
"W. Chad Green                 ","H0363","HB2095","2" - Co-Patron
"David Owen                    ","H0379","HB2095","3" - Co-Patron
"Patrick A. Hope               ","H0219","HB2096","1" - Chief Patron
"Holly M. Seibold              ","H0351","HB2096","2" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2096","3" - Co-Patron
"Terry L. Austin               ","H0253","HB2097","1" - Chief Patron
"W. Chad Green                 ","H0363","HB2097","2" - Co-Patron
"Ian T. Lovejoy                ","H0373","HB2097","3" - Co-Patron
"Delores L. McQuinn            ","H0207","HB2097","4" - Co-Patron
"Wendell S. Walker             ","H0325","HB2097","5" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2098","1" - Chief Patron
"Michelle Lopes Maldonado      ","H0340","HB2099","1" - Chief Patron
"Briana D. Sewell              ","H0343","HB2099","2" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2100","1" - Chief Patron
"Ellen H. Campbell             ","H0350","HB2100","2" - Chief Co-Patron
"Jackie H. Glass               ","H0349","HB2100","3" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2100","4" - Chief Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2101","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2101","2" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2101","3" - Chief Co-Patron
"Michael J. Webert             ","H0247","HB2101","4" - Chief Co-Patron
"Amy J. Laufer                 ","H0371","HB2101","5" - Co-Patron
"Eric Phillips                 ","H0384","HB2101","6" - Co-Patron
"R. Lee Ware                   ","H0124","HB2101","7" - Co-Patron
"Michael B. Feggans            ","H0360","HB2102","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2102","2" - Chief Co-Patron
"Rae Cousins                   ","H0356","HB2102","3" - Chief Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2102","4" - Chief Co-Patron
