"MEMBER_NAME","MEMBER_ID","BILL_NUMBER","PATRON_TYPE"
"Tammy Brankley Mulchi         ","S0131","HJ512","74" - Co-Patron
"Mark J. Peake                 ","S0105","HJ512","75" - Co-Patron
"Stella G. Pekarsky            ","S0124","HJ512","76" - Co-Patron
"Russet Perry                  ","S0125","HJ512","77" - Co-Patron
"Bryce E. Reeves               ","S0088","HJ512","78" - Co-Patron
"Danica A. Roem                ","S0126","HJ512","79" - Co-Patron
"Saddam Azlan Salim            ","S0127","HJ512","80" - Co-Patron
"Kannan Srinivasan             ","S0133","HJ512","81" - Co-Patron
"William M. Stanley, Jr.       ","S0082","HJ512","82" - Co-Patron
"Glen H. Sturtevant, Jr.       ","S0099","HJ512","83" - Co-Patron
"David R. Suetterlein          ","S0101","HJ512","84" - Co-Patron
"Scott A. Surovell             ","S0100","HJ512","85" - Co-Patron
"Schuyler T. VanValkenburg     ","S0129","HJ512","86" - Co-Patron
"Hillary Pugh Kent             ","H0369","HJ513","1" - Chief Patron
"Richard H. Stuart             ","S0078","HJ513","2" - Co-Patron
"Marty Martinez                ","H0374","HJ514","1" - Chief Patron
"Marty Martinez                ","H0374","HJ515","1" - Chief Patron
"Marty Martinez                ","H0374","HJ516","1" - Chief Patron
"David A. Reid                 ","H0301","HJ516","2" - Co-Patron
"Marty Martinez                ","H0374","HJ517","1" - Chief Patron
"Chris Obenshain               ","H0378","HJ518","1" - Chief Patron
"Chris Obenshain               ","H0378","HJ519","1" - Chief Patron
"Jonathan ""Jed"" Arnold         ","H0352","HJ519","2" - Co-Patron
"T. Travis Hackworth           ","S0112","HJ519","3" - Co-Patron
"Chris Obenshain               ","H0378","HJ520","1" - Chief Patron
"T. Travis Hackworth           ","S0112","HJ520","2" - Co-Patron
"C. Todd Gilbert               ","H0181","HJ521","1" - Chief Patron
